"aerolinea","origen","destino","dia","mes","anio","genero","razon","estancia","transporte","conexion","tiempoEspera"
"Aeroméxico","JFK","PDX",22,6,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",77
"Aeroméxico","JFK","PDX",20,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","No es de conexion",201
"Aeromar","SJC","GDL",5,7,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","No es de conexion",73
"Aeroméxico","GDL","SJC",22,12,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",66
"Volaris","SJC","LAX",9,12,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","No es de conexion",61
"VivaAerobus","LAX","GDL",10,10,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",155
"VivaAerobus","GDL","LAX",9,7,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","Es de conexion",102
"Interjet","LAX","PDX",3,1,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",115
"Interjet","PDX","LAX",22,7,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",103
"Volaris","PDX","GDL",20,9,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","No es de conexion",221
"Aeroméxico","SJC","JFK",7,11,2023,"Mujer","Trabajo","Hotel","Recogida","No es de conexion",36
"Interjet","JFK","GDL",27,11,2023,"Mujer","Trabajo","Hotel","Renta de autos","Es de conexion",62
"VivaAerobus","GDL","SJC",20,7,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",114
"Aeromar","PDX","SJC",14,11,2023,"Mujer","Vuelta a casa","Casa","Auto propio","No es de conexion",111
"VivaAerobus","SJC","PDX",2,6,2023,"Mujer","Trabajo","Hotel","Transporte público","Es de conexion",192
"Interjet","LAX","SJC",22,2,2023,"Hombre","Vuelta a casa","Casa","Auto propio","Es de conexion",136
"Volaris","GDL","JFK",18,10,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",175
"Aeroméxico","PDX","GDL",3,12,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",199
"Interjet","JFK","PDX",10,6,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","Es de conexion",86
"Aeromar","GDL","LAX",22,6,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",86
"Aeromar","JFK","GDL",4,1,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",234
"VivaAerobus","LAX","GDL",16,8,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","No es de conexion",33
"Interjet","JFK","PDX",18,4,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",217
"Volaris","GDL","SJC",19,9,2023,"Hombre","Vuelta a casa","Casa","Renta de autos","Es de conexion",84
"Aeroméxico","PDX","LAX",11,4,2023,"Mujer","Trabajo","Casa","Renta de autos","Es de conexion",165
"Aeroméxico","GDL","PDX",25,4,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",187
"Aeroméxico","PDX","JFK",20,5,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",132
"Interjet","GDL","JFK",15,3,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","No es de conexion",31
"Volaris","SJC","PDX",28,4,2023,"Mujer","Vacaciones/placer","Hotel","Recogida","Es de conexion",56
"VivaAerobus","GDL","SJC",23,10,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",201
"VivaAerobus","GDL","SJC",13,7,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",30
"Aeromar","GDL","LAX",8,6,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",78
"VivaAerobus","PDX","JFK",29,9,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","Es de conexion",169
"Aeroméxico","PDX","GDL",1,6,2023,"Hombre","Trabajo","Amigos","Renta de autos","No es de conexion",236
"Aeroméxico","LAX","PDX",22,4,2023,"Mujer","Trabajo","Casa","Renta de autos","Es de conexion",32
"Volaris","GDL","JFK",2,11,2023,"Hombre","Vuelta a casa","Amigos","Auto propio","Es de conexion",93
"Volaris","SJC","JFK",18,12,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",157
"Aeroméxico","LAX","PDX",25,9,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",114
"Aeroméxico","SJC","LAX",24,5,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",31
"VivaAerobus","JFK","GDL",8,12,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",203
"Interjet","PDX","SJC",19,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Auto propio","Es de conexion",109
"Volaris","LAX","JFK",11,11,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",46
"Aeromar","JFK","PDX",15,8,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","No es de conexion",197
"Aeroméxico","JFK","LAX",8,6,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",120
"Aeromar","LAX","GDL",17,3,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",30
"Interjet","GDL","PDX",11,10,2023,"Mujer","Trabajo","Casa","Transporte público","Es de conexion",187
"Interjet","PDX","JFK",28,10,2023,"Mujer","Vacaciones/placer","Amigos","Transporte público","Es de conexion",125
"VivaAerobus","GDL","SJC",6,7,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","Es de conexion",81
"Interjet","SJC","LAX",23,1,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",86
"Interjet","PDX","GDL",26,4,2023,"Mujer","Trabajo","Casa","Transporte público","Es de conexion",105
"VivaAerobus","JFK","PDX",17,12,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","No es de conexion",74
"Volaris","JFK","PDX",22,12,2023,"Hombre","Trabajo","Hotel","Renta de autos","No es de conexion",52
"Volaris","LAX","GDL",18,5,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","No es de conexion",56
"Volaris","PDX","LAX",1,5,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","Es de conexion",105
"Interjet","PDX","LAX",19,11,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",186
"VivaAerobus","LAX","JFK",10,7,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","No es de conexion",140
"Volaris","JFK","PDX",19,9,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","Es de conexion",126
"Interjet","PDX","LAX",9,7,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",154
"Aeroméxico","LAX","PDX",27,7,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","No es de conexion",138
"VivaAerobus","GDL","SJC",11,4,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",88
"Volaris","JFK","GDL",26,4,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",157
"VivaAerobus","PDX","SJC",2,2,2023,"Hombre","Trabajo","Casa","Recogida","Es de conexion",186
"Aeromar","PDX","GDL",16,7,2023,"Mujer","Trabajo","Hotel","Transporte público","Es de conexion",167
"VivaAerobus","SJC","JFK",26,8,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",218
"Volaris","JFK","PDX",19,11,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","No es de conexion",207
"Aeroméxico","LAX","JFK",11,3,2023,"Mujer","Trabajo","Hotel","Renta de autos","Es de conexion",201
"Interjet","LAX","PDX",16,1,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",75
"Aeroméxico","SJC","LAX",23,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",65
"Interjet","LAX","SJC",19,6,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",146
"Interjet","LAX","JFK",8,12,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","Es de conexion",180
"Volaris","SJC","GDL",8,9,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","Es de conexion",99
"Aeromar","GDL","JFK",4,8,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","No es de conexion",187
"Interjet","LAX","PDX",22,4,2023,"Mujer","Trabajo","Casa","Auto propio","Es de conexion",88
"Volaris","SJC","PDX",14,11,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",80
"Aeromar","PDX","LAX",29,2,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",71
"Volaris","PDX","LAX",2,7,2023,"Mujer","Trabajo","Amigos","Auto propio","Es de conexion",65
"VivaAerobus","JFK","LAX",15,7,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",177
"Aeroméxico","LAX","SJC",13,2,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",207
"Volaris","SJC","GDL",9,2,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",168
"Aeromar","PDX","LAX",23,12,2023,"Hombre","Vuelta a casa","Amigos","Auto propio","Es de conexion",104
"Volaris","LAX","PDX",25,6,2023,"Hombre","Trabajo","Casa","Transporte público","No es de conexion",62
"Aeromar","SJC","GDL",26,6,2023,"Hombre","Vuelta a casa","Amigos","Auto propio","Es de conexion",135
"Volaris","PDX","SJC",12,6,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",80
"VivaAerobus","JFK","SJC",25,1,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",128
"Interjet","GDL","JFK",17,2,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",160
"Volaris","PDX","LAX",18,8,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",154
"Aeromar","LAX","JFK",10,5,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",137
"Volaris","JFK","GDL",21,1,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",163
"Aeroméxico","JFK","GDL",11,1,2023,"Mujer","Trabajo","Hotel","Transporte público","No es de conexion",137
"Aeromar","SJC","GDL",24,1,2023,"Hombre","Vuelta a casa","Casa","Recogida","No es de conexion",163
"Interjet","GDL","SJC",8,4,2023,"Mujer","Vacaciones/placer","Casa","Recogida","Es de conexion",88
"Volaris","JFK","LAX",19,12,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",99
"VivaAerobus","SJC","PDX",9,3,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Auto propio","No es de conexion",35
"VivaAerobus","PDX","SJC",19,10,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","No es de conexion",75
"Aeroméxico","LAX","GDL",8,1,2023,"Hombre","Trabajo","Amigos","Auto propio","Es de conexion",144
"Volaris","GDL","PDX",29,4,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",237
"Aeromar","PDX","JFK",12,7,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",185
"VivaAerobus","GDL","LAX",14,7,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",40
"VivaAerobus","PDX","LAX",10,6,2023,"Hombre","Vuelta a casa","Hotel","Auto propio","Es de conexion",38
"Interjet","JFK","GDL",4,1,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","Es de conexion",34
"Volaris","SJC","LAX",25,9,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","No es de conexion",44
"VivaAerobus","GDL","PDX",6,9,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",89
"Aeroméxico","JFK","GDL",28,9,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",216
"Interjet","GDL","SJC",7,12,2023,"Hombre","Trabajo","Casa","Renta de autos","Es de conexion",239
"Volaris","SJC","GDL",27,1,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",215
"Interjet","SJC","JFK",23,9,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","No es de conexion",59
"Interjet","LAX","PDX",15,8,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",74
"Aeroméxico","PDX","LAX",23,4,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",133
"Volaris","PDX","GDL",20,3,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","No es de conexion",135
"Volaris","SJC","GDL",20,10,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",68
"Volaris","JFK","LAX",1,7,2023,"Mujer","Trabajo","Hotel","Renta de autos","Es de conexion",45
"Aeroméxico","PDX","JFK",13,7,2023,"Hombre","Trabajo","Casa","Transporte público","No es de conexion",42
"Volaris","LAX","GDL",12,4,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","Es de conexion",48
"Volaris","JFK","SJC",15,11,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","Es de conexion",146
"VivaAerobus","PDX","SJC",27,9,2023,"Hombre","Trabajo","Hotel","Auto propio","No es de conexion",231
"VivaAerobus","JFK","GDL",9,5,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",132
"Aeromar","PDX","JFK",9,6,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",166
"Aeromar","SJC","JFK",8,4,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",133
"Interjet","GDL","SJC",21,11,2023,"Hombre","Vuelta a casa","Amigos","Transporte público","No es de conexion",42
"VivaAerobus","JFK","GDL",15,7,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",171
"Aeromar","SJC","JFK",11,7,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",160
"Volaris","JFK","SJC",25,9,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",238
"Aeroméxico","GDL","SJC",10,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","No es de conexion",93
"Volaris","GDL","SJC",14,8,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","No es de conexion",98
"Aeromar","JFK","GDL",9,4,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",75
"VivaAerobus","PDX","LAX",24,6,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",148
"Aeroméxico","JFK","GDL",12,7,2023,"Hombre","Trabajo","Casa","Recogida","Es de conexion",226
"Aeromar","LAX","GDL",21,10,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","No es de conexion",226
"Aeromar","LAX","PDX",20,11,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",215
"Aeroméxico","LAX","SJC",19,4,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Transporte público","No es de conexion",30
"VivaAerobus","PDX","JFK",24,12,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",126
"Aeromar","SJC","JFK",6,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","No es de conexion",142
"Aeromar","PDX","SJC",23,2,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",201
"Aeromar","GDL","JFK",15,2,2023,"Mujer","Trabajo","Casa","Auto propio","No es de conexion",149
"VivaAerobus","SJC","LAX",4,4,2023,"Hombre","Vuelta a casa","Casa","Auto propio","Es de conexion",158
"Aeroméxico","GDL","LAX",15,3,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",31
"Aeroméxico","PDX","LAX",17,6,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",158
"Aeromar","LAX","GDL",15,9,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",147
"Volaris","SJC","JFK",10,10,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","Es de conexion",68
"Volaris","GDL","JFK",18,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",200
"Volaris","GDL","SJC",1,3,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",221
"Interjet","SJC","LAX",4,5,2023,"Mujer","Vuelta a casa","Casa","Transporte público","No es de conexion",195
"Interjet","JFK","PDX",10,3,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","Es de conexion",68
"Volaris","JFK","GDL",24,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",132
"Aeroméxico","SJC","JFK",24,2,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","No es de conexion",155
"VivaAerobus","PDX","GDL",25,11,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","No es de conexion",181
"VivaAerobus","GDL","PDX",19,3,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",135
"VivaAerobus","JFK","GDL",10,7,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",33
"Aeroméxico","LAX","SJC",4,6,2023,"Hombre","Vacaciones/placer","Casa","Renta de autos","Es de conexion",240
"Aeroméxico","GDL","SJC",28,3,2023,"Mujer","Vacaciones/placer","Casa","Recogida","Es de conexion",210
"VivaAerobus","LAX","GDL",12,10,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",204
"Volaris","SJC","PDX",10,1,2023,"Mujer","Trabajo","Casa","Transporte público","No es de conexion",182
"Interjet","SJC","GDL",7,5,2023,"Mujer","Vuelta a casa","Amigos","Recogida","No es de conexion",164
"Aeromar","SJC","LAX",8,4,2023,"Prefiero no decirlo","Trabajo","Casa","Recogida","Es de conexion",198
"Volaris","SJC","PDX",6,12,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","No es de conexion",149
"Aeromar","LAX","JFK",6,6,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",35
"Volaris","PDX","JFK",8,12,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","Es de conexion",104
"Interjet","PDX","SJC",16,9,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",193
"VivaAerobus","PDX","GDL",12,11,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",52
"Aeroméxico","JFK","LAX",16,8,2023,"Hombre","Vuelta a casa","Casa","Recogida","Es de conexion",179
"Volaris","GDL","PDX",28,2,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",209
"Aeromar","GDL","SJC",8,9,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","Es de conexion",116
"Interjet","GDL","SJC",5,4,2023,"Mujer","Vuelta a casa","Amigos","Recogida","Es de conexion",179
"Aeromar","GDL","JFK",6,2,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","Es de conexion",152
"Volaris","PDX","SJC",23,6,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",59
"Aeroméxico","JFK","GDL",1,9,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","No es de conexion",125
"Aeroméxico","PDX","LAX",13,10,2023,"Hombre","Trabajo","Amigos","Transporte público","Es de conexion",40
"Interjet","LAX","SJC",10,11,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","No es de conexion",224
"Interjet","LAX","SJC",27,6,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","No es de conexion",189
"VivaAerobus","GDL","JFK",5,8,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","Es de conexion",174
"Volaris","LAX","JFK",12,6,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",62
"Aeroméxico","GDL","PDX",17,1,2023,"Mujer","Trabajo","Amigos","Renta de autos","Es de conexion",232
"Aeroméxico","SJC","PDX",26,12,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","Es de conexion",104
"Aeromar","LAX","JFK",17,4,2023,"Hombre","Vuelta a casa","Casa","Transporte público","No es de conexion",105
"Interjet","LAX","SJC",21,8,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",236
"Interjet","SJC","JFK",10,7,2023,"Hombre","Vuelta a casa","Casa","Transporte público","No es de conexion",147
"Volaris","PDX","LAX",6,8,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","Es de conexion",47
"Aeromar","SJC","PDX",15,2,2023,"Hombre","Trabajo","Amigos","Auto propio","Es de conexion",112
"VivaAerobus","PDX","GDL",11,1,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",42
"Volaris","LAX","GDL",19,4,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","Es de conexion",55
"Interjet","SJC","PDX",16,10,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",80
"Interjet","PDX","LAX",17,10,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","No es de conexion",55
"Volaris","GDL","SJC",25,2,2023,"Hombre","Vuelta a casa","Casa","Auto propio","Es de conexion",167
"VivaAerobus","JFK","SJC",12,9,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",69
"Volaris","GDL","SJC",15,5,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",120
"Aeroméxico","SJC","LAX",4,2,2023,"Hombre","Trabajo","Hotel","Auto propio","Es de conexion",147
"Aeroméxico","LAX","SJC",14,1,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","No es de conexion",115
"Aeroméxico","LAX","GDL",27,2,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",177
"Aeroméxico","LAX","PDX",5,11,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","No es de conexion",184
"VivaAerobus","LAX","SJC",23,9,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",72
"Aeromar","JFK","GDL",24,5,2023,"Hombre","Trabajo","Hotel","Auto propio","Es de conexion",141
"Aeromar","LAX","GDL",26,4,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","Es de conexion",38
"Interjet","GDL","LAX",7,2,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",158
"Aeromar","LAX","JFK",6,7,2023,"Hombre","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",52
"Aeroméxico","GDL","PDX",16,4,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",83
"Volaris","JFK","GDL",9,8,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","Es de conexion",239
"VivaAerobus","LAX","JFK",20,10,2023,"Mujer","Vuelta a casa","Casa","Auto propio","Es de conexion",89
"Aeromar","PDX","SJC",24,6,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",136
"Volaris","LAX","PDX",26,3,2023,"Hombre","Vuelta a casa","Amigos","Auto propio","No es de conexion",205
"VivaAerobus","LAX","PDX",6,6,2023,"Mujer","Trabajo","Hotel","Auto propio","Es de conexion",73
"Aeromar","JFK","GDL",1,12,2023,"Mujer","Vacaciones/placer","Amigos","Transporte público","No es de conexion",181
"Aeroméxico","LAX","JFK",7,3,2023,"Prefiero no decirlo","Trabajo","Casa","Recogida","No es de conexion",218
"Interjet","LAX","PDX",24,4,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",231
"Aeroméxico","LAX","JFK",10,8,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",118
"Aeroméxico","SJC","LAX",27,1,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","Es de conexion",193
"Aeromar","LAX","SJC",28,9,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","Es de conexion",57
"Volaris","GDL","LAX",18,2,2023,"Hombre","Trabajo","Casa","Renta de autos","Es de conexion",66
"Interjet","SJC","PDX",9,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",174
"VivaAerobus","PDX","SJC",10,10,2023,"Mujer","Vuelta a casa","Casa","Recogida","Es de conexion",99
"VivaAerobus","GDL","PDX",4,11,2023,"Mujer","Trabajo","Casa","Recogida","Es de conexion",36
"Aeroméxico","SJC","JFK",29,9,2023,"Mujer","Trabajo","Hotel","Renta de autos","No es de conexion",100
"Aeromar","GDL","SJC",16,7,2023,"Hombre","Vuelta a casa","Casa","Transporte público","No es de conexion",140
"Aeromar","GDL","LAX",16,10,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",240
"Volaris","PDX","LAX",17,3,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Auto propio","No es de conexion",177
"VivaAerobus","GDL","LAX",19,4,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",169
"Interjet","PDX","JFK",18,10,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","No es de conexion",97
"VivaAerobus","GDL","SJC",29,2,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",88
"VivaAerobus","SJC","GDL",22,1,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",53
"Interjet","JFK","LAX",13,2,2023,"Hombre","Trabajo","Amigos","Transporte público","Es de conexion",126
"Volaris","JFK","GDL",20,8,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",82
"VivaAerobus","SJC","JFK",3,4,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","No es de conexion",150
"Aeromar","JFK","GDL",2,6,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","No es de conexion",221
"Interjet","SJC","JFK",7,8,2023,"Hombre","Trabajo","Amigos","Recogida","No es de conexion",73
"Volaris","GDL","SJC",4,1,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","No es de conexion",118
"Interjet","LAX","SJC",23,9,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",75
"Interjet","LAX","GDL",19,11,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","No es de conexion",81
"VivaAerobus","SJC","GDL",10,8,2023,"Hombre","Trabajo","Hotel","Recogida","Es de conexion",217
"Aeromar","JFK","GDL",9,3,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",116
"Volaris","SJC","PDX",22,7,2023,"Mujer","Vuelta a casa","Casa","Recogida","No es de conexion",143
"Aeroméxico","JFK","LAX",4,12,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","Es de conexion",36
"Interjet","SJC","LAX",7,2,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",63
"Volaris","PDX","JFK",5,8,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",233
"Interjet","GDL","PDX",19,11,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",220
"Volaris","SJC","PDX",9,2,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","Es de conexion",237
"VivaAerobus","GDL","SJC",19,12,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",107
