"aerolinea","origen","destino","dia","mes","anio","genero","razon","estancia","transporte","conexion","tiempoEspera"
"Aeroméxico","SJC","GDL",18,12,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","No es de conexion",70
"VivaAerobus","SJC","LAX",10,7,2023,"Mujer","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",77
"Volaris","SJC","PDX",11,1,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",139
"VivaAerobus","JFK","LAX",17,7,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","No es de conexion",150
"Interjet","SJC","LAX",29,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",224
"Aeromar","LAX","JFK",21,7,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",196
"Aeromar","SJC","JFK",27,1,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",202
"Aeroméxico","SJC","JFK",11,12,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",190
"Aeroméxico","JFK","PDX",25,8,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",66
"Aeromar","GDL","JFK",11,9,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",195
"VivaAerobus","PDX","SJC",29,8,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",184
"Volaris","PDX","JFK",15,1,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",177
"Aeroméxico","SJC","JFK",26,10,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","No es de conexion",115
"Interjet","PDX","GDL",22,7,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","Es de conexion",190
"Aeroméxico","LAX","SJC",8,2,2023,"Hombre","Trabajo","Hotel","Auto propio","Es de conexion",201
"Aeroméxico","LAX","PDX",9,2,2023,"Mujer","Trabajo","Hotel","Renta de autos","Es de conexion",208
"VivaAerobus","GDL","LAX",17,5,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",40
"VivaAerobus","LAX","JFK",16,10,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",57
"Volaris","GDL","JFK",20,1,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","No es de conexion",106
"Aeroméxico","GDL","JFK",6,11,2023,"Hombre","Vuelta a casa","Casa","Transporte público","No es de conexion",41
"Aeroméxico","LAX","GDL",6,5,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","Es de conexion",194
"Interjet","GDL","JFK",11,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","No es de conexion",238
"Aeromar","JFK","PDX",4,9,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",210
"Interjet","GDL","JFK",22,4,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","No es de conexion",208
"Interjet","SJC","LAX",29,2,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",155
"Volaris","PDX","JFK",5,3,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",174
"Aeromar","JFK","GDL",11,6,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",77
"Aeroméxico","GDL","LAX",5,8,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",238
"VivaAerobus","SJC","JFK",29,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","No es de conexion",193
"Aeroméxico","GDL","JFK",21,7,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",105
"Volaris","LAX","SJC",18,7,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",126
"VivaAerobus","GDL","JFK",2,5,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",227
"Aeroméxico","SJC","LAX",1,7,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",45
"Interjet","LAX","JFK",23,3,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","No es de conexion",196
"Interjet","LAX","PDX",26,11,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",62
"Aeromar","PDX","SJC",5,11,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","Es de conexion",171
"Interjet","GDL","SJC",13,3,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",204
"Aeromar","GDL","PDX",13,4,2023,"Hombre","Vuelta a casa","Hotel","Recogida","No es de conexion",137
"Volaris","JFK","GDL",13,6,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",201
"VivaAerobus","LAX","GDL",19,5,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","No es de conexion",107
"Aeroméxico","LAX","SJC",5,10,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",230
"Volaris","LAX","JFK",4,7,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Renta de autos","No es de conexion",40
"Volaris","SJC","GDL",9,6,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","Es de conexion",47
"VivaAerobus","GDL","LAX",9,4,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",136
"Volaris","JFK","LAX",27,12,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",190
"VivaAerobus","PDX","GDL",22,1,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",58
"VivaAerobus","GDL","SJC",8,5,2023,"Mujer","Vuelta a casa","Casa","Auto propio","No es de conexion",168
"Aeroméxico","GDL","LAX",18,11,2023,"Hombre","Vacaciones/placer","Casa","Auto propio","No es de conexion",162
"Interjet","PDX","JFK",13,4,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",104
"VivaAerobus","PDX","GDL",16,5,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",130
"Aeromar","PDX","GDL",8,7,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","Es de conexion",103
"Interjet","LAX","GDL",22,1,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","No es de conexion",127
"Interjet","PDX","GDL",15,2,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","Es de conexion",132
"Interjet","GDL","JFK",22,1,2023,"Hombre","Vuelta a casa","Hotel","Auto propio","Es de conexion",202
"VivaAerobus","PDX","GDL",10,1,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",239
"Volaris","GDL","PDX",9,7,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",238
"VivaAerobus","JFK","SJC",8,9,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",212
"Interjet","PDX","JFK",22,8,2023,"Hombre","Trabajo","Casa","Renta de autos","No es de conexion",239
"VivaAerobus","JFK","SJC",27,6,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",80
"VivaAerobus","PDX","JFK",12,12,2023,"Hombre","Vuelta a casa","Hotel","Recogida","No es de conexion",110
"Volaris","JFK","SJC",18,1,2023,"Hombre","Vacaciones/placer","Casa","Recogida","No es de conexion",48
"Aeromar","SJC","JFK",13,1,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",85
"Interjet","GDL","JFK",10,9,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","Es de conexion",47
"Interjet","SJC","GDL",4,5,2023,"Prefiero no decirlo","Trabajo","Casa","Recogida","No es de conexion",112
"Aeroméxico","LAX","JFK",28,5,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",144
"Volaris","SJC","JFK",25,7,2023,"Mujer","Vuelta a casa","Casa","Recogida","No es de conexion",120
"VivaAerobus","JFK","GDL",20,3,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",148
"Volaris","PDX","LAX",17,4,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","Es de conexion",87
"Aeromar","GDL","LAX",29,4,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",193
"VivaAerobus","GDL","SJC",15,8,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",84
"Interjet","PDX","JFK",8,6,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",69
"Aeromar","LAX","SJC",15,2,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",99
"VivaAerobus","LAX","GDL",13,1,2023,"Hombre","Vuelta a casa","Casa","Transporte público","Es de conexion",176
"Aeromar","PDX","SJC",26,2,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",133
"Interjet","JFK","GDL",24,11,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","No es de conexion",59
"Volaris","SJC","LAX",27,2,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","No es de conexion",50
"VivaAerobus","JFK","SJC",22,2,2023,"Hombre","Vuelta a casa","Hotel","Auto propio","Es de conexion",63
"Volaris","LAX","JFK",9,9,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","Es de conexion",107
"Aeroméxico","SJC","LAX",14,1,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","No es de conexion",176
"Volaris","GDL","SJC",22,4,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","No es de conexion",152
"Aeroméxico","SJC","GDL",14,1,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",143
"Aeromar","SJC","PDX",15,2,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",34
"Interjet","SJC","JFK",7,8,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",72
"VivaAerobus","GDL","JFK",10,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",149
"Aeromar","SJC","GDL",11,3,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",71
"Volaris","GDL","LAX",19,1,2023,"Mujer","Trabajo","Hotel","Recogida","No es de conexion",35
"Volaris","PDX","LAX",29,2,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","No es de conexion",85
"Aeromar","SJC","PDX",8,5,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",90
"Interjet","PDX","JFK",9,11,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","No es de conexion",230
"Aeromar","SJC","JFK",29,4,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","Es de conexion",151
"Interjet","PDX","SJC",14,5,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","Es de conexion",59
"Interjet","PDX","GDL",17,5,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","Es de conexion",102
"VivaAerobus","PDX","JFK",29,5,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",214
"VivaAerobus","SJC","LAX",21,8,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",119
"Aeromar","GDL","PDX",21,1,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",79
"Interjet","JFK","SJC",18,5,2023,"Hombre","Vuelta a casa","Casa","Recogida","Es de conexion",151
"Aeromar","SJC","PDX",8,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Transporte público","Es de conexion",129
"Aeroméxico","SJC","JFK",28,4,2023,"Hombre","Trabajo","Casa","Renta de autos","Es de conexion",95
"VivaAerobus","PDX","GDL",5,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",230
"Volaris","PDX","GDL",24,9,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",239
"Volaris","JFK","SJC",26,4,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",204
"VivaAerobus","JFK","SJC",21,2,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","Es de conexion",112
"Volaris","LAX","SJC",9,2,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",162
"Volaris","PDX","LAX",19,11,2023,"Mujer","Vuelta a casa","Amigos","Recogida","No es de conexion",32
"VivaAerobus","PDX","JFK",8,9,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",207
"Aeromar","LAX","SJC",21,5,2023,"Hombre","Vuelta a casa","Casa","Renta de autos","Es de conexion",194
"VivaAerobus","LAX","GDL",15,2,2023,"Mujer","Vacaciones/placer","Hotel","Recogida","Es de conexion",203
"Aeromar","GDL","PDX",7,5,2023,"Hombre","Trabajo","Casa","Transporte público","No es de conexion",189
"Aeromar","LAX","PDX",16,2,2023,"Mujer","Vacaciones/placer","Casa","Recogida","Es de conexion",131
"Interjet","GDL","SJC",21,8,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",214
"Aeromar","LAX","SJC",17,7,2023,"Mujer","Trabajo","Casa","Renta de autos","Es de conexion",208
"Aeroméxico","GDL","LAX",10,12,2023,"Mujer","Trabajo","Casa","Transporte público","Es de conexion",233
"Interjet","GDL","SJC",2,3,2023,"Hombre","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",34
"Aeroméxico","LAX","JFK",11,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",193
"Volaris","LAX","SJC",27,4,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","Es de conexion",193
"Interjet","LAX","PDX",27,9,2023,"Hombre","Trabajo","Casa","Auto propio","No es de conexion",111
"Aeromar","JFK","LAX",16,9,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",175
"Aeromar","JFK","LAX",3,3,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",134
"Aeroméxico","GDL","JFK",11,5,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",235
"Aeromar","JFK","SJC",23,11,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","Es de conexion",169
"Volaris","GDL","PDX",13,12,2023,"Mujer","Vacaciones/placer","Casa","Recogida","Es de conexion",43
"Aeromar","PDX","GDL",11,8,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",173
"VivaAerobus","SJC","PDX",25,9,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",78
"Volaris","SJC","GDL",22,2,2023,"Mujer","Trabajo","Amigos","Transporte público","Es de conexion",124
"Aeroméxico","SJC","PDX",20,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Transporte público","Es de conexion",111
"Aeromar","SJC","GDL",3,5,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",49
"Interjet","GDL","SJC",8,2,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","No es de conexion",152
"Interjet","JFK","LAX",3,9,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","No es de conexion",62
"Aeroméxico","GDL","LAX",12,12,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","Es de conexion",89
"Aeroméxico","GDL","PDX",9,3,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","No es de conexion",161
"VivaAerobus","JFK","LAX",15,10,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","Es de conexion",72
"Aeroméxico","PDX","LAX",11,4,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",192
"Volaris","GDL","JFK",11,3,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","No es de conexion",128
"Aeroméxico","SJC","LAX",5,10,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","No es de conexion",158
"VivaAerobus","LAX","PDX",6,12,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",176
"Interjet","JFK","LAX",20,2,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",204
"VivaAerobus","SJC","PDX",23,8,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","Es de conexion",64
"Aeroméxico","SJC","LAX",26,2,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","No es de conexion",160
"VivaAerobus","PDX","GDL",20,7,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",66
"Aeromar","PDX","LAX",9,1,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",72
"Interjet","SJC","JFK",19,7,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",200
"VivaAerobus","LAX","GDL",5,7,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",128
"Volaris","GDL","JFK",21,1,2023,"Hombre","Vacaciones/placer","Amigos","Transporte público","No es de conexion",193
"Volaris","SJC","PDX",18,3,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","Es de conexion",205
"Interjet","GDL","JFK",25,7,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",153
"Interjet","PDX","SJC",15,8,2023,"Mujer","Trabajo","Casa","Recogida","Es de conexion",158
"Interjet","LAX","PDX",16,11,2023,"Hombre","Vuelta a casa","Hotel","Recogida","No es de conexion",76
"Aeroméxico","JFK","LAX",12,4,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",75
"Volaris","LAX","GDL",23,5,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",103
"Volaris","JFK","SJC",27,5,2023,"Mujer","Vuelta a casa","Amigos","Recogida","No es de conexion",61
"Aeromar","LAX","PDX",1,9,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",83
"Volaris","GDL","LAX",14,2,2023,"Mujer","Trabajo","Hotel","Transporte público","Es de conexion",186
"Volaris","LAX","GDL",6,8,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",178
"Aeroméxico","SJC","LAX",27,5,2023,"Mujer","Trabajo","Hotel","Recogida","No es de conexion",137
"Aeroméxico","JFK","SJC",28,7,2023,"Mujer","Trabajo","Casa","Auto propio","Es de conexion",215
"Aeroméxico","LAX","GDL",2,8,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","Es de conexion",237
"VivaAerobus","PDX","SJC",20,4,2023,"Mujer","Trabajo","Casa","Recogida","No es de conexion",224
"VivaAerobus","GDL","LAX",26,9,2023,"Mujer","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",67
"Aeroméxico","PDX","JFK",29,7,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","No es de conexion",214
"Volaris","GDL","SJC",5,9,2023,"Hombre","Trabajo","Hotel","Auto propio","Es de conexion",204
"Aeroméxico","LAX","GDL",24,10,2023,"Hombre","Vuelta a casa","Hotel","Recogida","Es de conexion",146
"Aeroméxico","SJC","JFK",27,11,2023,"Mujer","Trabajo","Amigos","Transporte público","Es de conexion",138
"Volaris","LAX","SJC",6,6,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",98
"Aeroméxico","JFK","SJC",6,2,2023,"Mujer","Trabajo","Hotel","Auto propio","No es de conexion",45
"Aeroméxico","SJC","PDX",5,12,2023,"Mujer","Trabajo","Hotel","Renta de autos","No es de conexion",187
"Aeromar","SJC","JFK",14,9,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",193
"Interjet","JFK","SJC",14,3,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",175
"Interjet","JFK","SJC",15,7,2023,"Hombre","Vuelta a casa","Casa","Auto propio","Es de conexion",162
"Volaris","GDL","PDX",10,11,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","Es de conexion",159
"Aeromar","SJC","GDL",15,6,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",112
"VivaAerobus","JFK","LAX",13,8,2023,"Hombre","Vacaciones/placer","Casa","Auto propio","Es de conexion",131
"VivaAerobus","SJC","LAX",16,10,2023,"Mujer","Vuelta a casa","Casa","Recogida","No es de conexion",51
"Interjet","SJC","GDL",15,3,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",49
"Aeroméxico","JFK","PDX",13,3,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",84
"Volaris","JFK","PDX",21,12,2023,"Mujer","Trabajo","Hotel","Renta de autos","No es de conexion",66
"VivaAerobus","GDL","JFK",20,5,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",155
"Aeromar","SJC","LAX",6,7,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","Es de conexion",203
"Volaris","JFK","SJC",11,10,2023,"Prefiero no decirlo","Trabajo","Amigos","Recogida","No es de conexion",119
"Volaris","LAX","PDX",10,10,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",196
"Interjet","SJC","GDL",18,2,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","Es de conexion",203
"Aeroméxico","PDX","JFK",29,6,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Transporte público","Es de conexion",174
"Interjet","GDL","SJC",22,8,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","No es de conexion",183
"Volaris","SJC","JFK",3,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Auto propio","No es de conexion",95
"Aeromar","JFK","SJC",2,2,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Auto propio","Es de conexion",78
"Aeromar","SJC","GDL",6,7,2023,"Hombre","Vacaciones/placer","Casa","Recogida","No es de conexion",31
"Volaris","GDL","LAX",28,2,2023,"Hombre","Trabajo","Amigos","Renta de autos","No es de conexion",180
"Interjet","JFK","GDL",17,9,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",192
"Volaris","JFK","SJC",19,11,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","Es de conexion",183
"VivaAerobus","SJC","LAX",29,12,2023,"Hombre","Trabajo","Hotel","Recogida","No es de conexion",113
"Aeromar","SJC","GDL",14,6,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Recogida","No es de conexion",139
"Aeroméxico","SJC","LAX",5,4,2023,"Hombre","Trabajo","Amigos","Recogida","No es de conexion",193
"VivaAerobus","SJC","PDX",22,10,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",46
"Volaris","SJC","LAX",28,7,2023,"Mujer","Trabajo","Amigos","Auto propio","Es de conexion",169
"Aeromar","PDX","JFK",26,7,2023,"Hombre","Vuelta a casa","Casa","Recogida","Es de conexion",238
"Aeromar","PDX","JFK",18,10,2023,"Mujer","Vuelta a casa","Casa","Auto propio","No es de conexion",76
"Volaris","JFK","GDL",22,6,2023,"Hombre","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",148
"Interjet","GDL","PDX",5,8,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",151
"Volaris","JFK","LAX",14,3,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",187
"Aeromar","SJC","PDX",27,12,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","No es de conexion",144
"Volaris","SJC","PDX",14,12,2023,"Hombre","Vuelta a casa","Amigos","Transporte público","Es de conexion",96
"Aeroméxico","SJC","GDL",24,4,2023,"Mujer","Trabajo","Casa","Recogida","Es de conexion",51
"Volaris","GDL","SJC",11,3,2023,"Hombre","Vacaciones/placer","Casa","Recogida","No es de conexion",215
"Volaris","SJC","JFK",12,2,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","No es de conexion",170
"Volaris","GDL","SJC",14,8,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","Es de conexion",152
"Volaris","PDX","JFK",22,6,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",157
"Volaris","PDX","SJC",10,4,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",202
"Interjet","PDX","GDL",9,5,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",125
"Aeroméxico","JFK","PDX",8,10,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",134
"Volaris","SJC","LAX",6,11,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","No es de conexion",46
"VivaAerobus","SJC","GDL",17,1,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","Es de conexion",160
"VivaAerobus","SJC","JFK",8,6,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",112
"Aeroméxico","GDL","JFK",25,2,2023,"Hombre","Trabajo","Amigos","Recogida","Es de conexion",147
"Aeromar","SJC","JFK",2,2,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","No es de conexion",121
"Volaris","JFK","LAX",29,8,2023,"Mujer","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",151
"Volaris","LAX","GDL",1,12,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",80
"Volaris","PDX","GDL",17,6,2023,"Hombre","Trabajo","Casa","Transporte público","No es de conexion",209
"Volaris","LAX","SJC",3,2,2023,"Hombre","Vacaciones/placer","Casa","Renta de autos","Es de conexion",146
"Aeromar","SJC","GDL",27,9,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Auto propio","Es de conexion",76
"Aeromar","GDL","LAX",19,6,2023,"Hombre","Vacaciones/placer","Amigos","Recogida","Es de conexion",232
"VivaAerobus","LAX","GDL",14,5,2023,"Mujer","Trabajo","Hotel","Recogida","No es de conexion",140
"Aeroméxico","GDL","PDX",17,3,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",39
"Interjet","JFK","SJC",22,1,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",144
"Volaris","LAX","GDL",10,6,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",51
"VivaAerobus","GDL","SJC",23,12,2023,"Mujer","Vuelta a casa","Casa","Recogida","Es de conexion",69
"Aeroméxico","SJC","PDX",5,9,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",116
"VivaAerobus","LAX","JFK",21,4,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",184
"Aeroméxico","PDX","GDL",25,1,2023,"Hombre","Trabajo","Casa","Renta de autos","Es de conexion",170
"Interjet","JFK","LAX",13,9,2023,"Hombre","Vuelta a casa","Amigos","Transporte público","Es de conexion",192
"Aeromar","SJC","LAX",18,2,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Renta de autos","Es de conexion",140
"Volaris","PDX","GDL",26,9,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",223
"VivaAerobus","JFK","LAX",18,9,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","Es de conexion",155
"Aeromar","GDL","LAX",10,12,2023,"Mujer","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",83
"Interjet","LAX","GDL",22,9,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",129
"Aeroméxico","JFK","LAX",28,3,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","No es de conexion",33
